  -20.000000000000000        6.2384443107713322E-004  -2.4953522099397937E-002  -6.2274898727545768E-004
  -19.899999999999999        6.3014794816784205E-004  -2.5078992778145549E-002  -6.3083613704689062E-004
  -19.800000000000001        6.3642123275620827E-004  -2.5203281369847425E-002  -6.3695642890772394E-004
  -19.699999999999999        6.4293567277407719E-004  -2.5331739587164219E-002  -6.4179663434371865E-004
  -19.600000000000001        6.4955661667988167E-004  -2.5461547306325803E-002  -6.4996112961668848E-004
  -19.500000000000000        6.5612517074782866E-004  -2.5589696104273699E-002  -6.5693996187484512E-004
  -19.399999999999999        6.6291701478327254E-004  -2.5721587136639305E-002  -6.6183249014447492E-004
  -19.300000000000001        6.6987028862592853E-004  -2.5855832761863744E-002  -6.6994698490854267E-004
  -19.199999999999999        6.7676137427986633E-004  -2.5988188117907089E-002  -6.7779324312258857E-004
  -19.100000000000001        6.8384614601158097E-004  -2.6123637422079102E-002  -6.8291272137081566E-004
  -19.000000000000000        6.9114585091402934E-004  -2.6262392441686929E-002  -6.9087768921342982E-004
  -18.899999999999999        6.9838818168556306E-004  -2.6399304903886592E-002  -6.9955360992577189E-004
  -18.800000000000001        7.0578530021285404E-004  -2.6538496733304228E-002  -7.0508961073373507E-004
  -18.699999999999999        7.1344521627680901E-004  -2.6681812877584716E-002  -7.1284468312845346E-004
  -18.600000000000001        7.2106835759878105E-004  -2.6823624234089287E-002  -7.2226933641838370E-004
  -18.500000000000000        7.2880156763747181E-004  -2.6966805303700277E-002  -7.2841241773122212E-004
  -18.399999999999999        7.3683584085066050E-004  -2.7114727296155456E-002  -7.3594491999205420E-004
  -18.300000000000001        7.4486964421608206E-004  -2.7261759018460820E-002  -7.4600167862467928E-004
  -18.199999999999999        7.5296725574222438E-004  -2.7409238085452495E-002  -7.5292898505498749E-004
  -18.100000000000001        7.6139126117708304E-004  -2.7561818646144001E-002  -7.6027885121359579E-004
  -18.000000000000000        7.6986539788053787E-004  -2.7714362863655764E-002  -7.7082637622660278E-004
  -17.899999999999999        7.7836031657933932E-004  -2.7866506199641997E-002  -7.7868803007401265E-004
  -17.800000000000001        7.8719165294877666E-004  -2.8023822204909430E-002  -7.8594855423282691E-004
  -17.699999999999999        7.9613531151667694E-004  -2.8182136182228940E-002  -7.9683451250279417E-004
  -17.600000000000001        8.0506485956755426E-004  -2.8339359269238137E-002  -8.0574200658494052E-004
  -17.500000000000000        8.1432441775927070E-004  -2.8501527840560391E-002  -8.1305622140660100E-004
  -17.399999999999999        8.2376622217976078E-004  -2.8665832681560883E-002  -8.2413268984676835E-004
  -17.300000000000001        8.3317176873383295E-004  -2.8828588808719344E-002  -8.3415037590126929E-004
  -17.199999999999999        8.4288480861409996E-004  -2.8995782070883769E-002  -8.4170321349678803E-004
  -17.100000000000001        8.5285300250761346E-004  -2.9166266056600571E-002  -8.5284254095531942E-004
  -17.000000000000000        8.6277944324055021E-004  -2.9335032797754092E-002  -8.6398309261615490E-004
  -16.899999999999999        8.7297660983225503E-004  -2.9507490119757611E-002  -8.7198985026163507E-004
  -16.800000000000001        8.8349953540955311E-004  -2.9684316723996032E-002  -8.8309966043723716E-004
  -16.699999999999999        8.9399467919596917E-004  -2.9859581511912103E-002  -8.9532409244417349E-004
  -16.600000000000001        9.0471289199882865E-004  -3.0037618221755935E-002  -9.0401606496291417E-004
  -16.500000000000000        9.1581977308576523E-004  -3.0220938467536602E-002  -9.1505210318337631E-004
  -16.399999999999999        9.2693370957845135E-004  -3.0403184625531734E-002  -9.2827456975064205E-004
  -16.300000000000001        9.3821686761298316E-004  -3.0587196462282498E-002  -9.3788299271709322E-004
  -16.199999999999999        9.4993888458253645E-004  -3.0777164914911170E-002  -9.4885864937677860E-004
  -16.100000000000001        9.6172341785384890E-004  -3.0966859545969703E-002  -9.6295585169071680E-004
  -16.000000000000000        9.7362287782274814E-004  -3.1157322461009981E-002  -9.7369549894354903E-004
  -15.899999999999999        9.8599450063747919E-004  -3.1354115831087409E-002  -9.8468707701334008E-004
  -15.800000000000001        9.9850273986188190E-004  -3.1551700890049078E-002  -9.9951171382465782E-004
  -15.699999999999999        1.0110775450095854E-003  -3.1749166209170690E-002  -1.0115655888841904E-003
  -15.600000000000000        1.0241380705741066E-003  -3.1953003290437064E-002  -1.0227127076201041E-003
  -15.500000000000000        1.0374242681762949E-003  -3.2158890977916979E-002  -1.0381100366933990E-003
  -15.399999999999999        1.0507411299073611E-003  -3.2363976356391176E-002  -1.0516165778838415E-003
